tempo,y_centro,v_centro,erro_l2
9.120000000000000329e-01,-9.619955048886082161e-03,-8.578246081292855568e-03,2.263240936752195952e-07
9.160000000000000364e-01,-9.653507641461597788e-03,-8.197829460447702762e-03,2.172335404779145413e-07
9.200000000000000400e-01,-9.685535958645311028e-03,-7.816118413765352213e-03,2.080204722994476908e-07
9.240000000000000435e-01,-9.716034943210612174e-03,-7.433173212887543915e-03,1.986860513244067461e-07
9.280000000000000471e-01,-9.744999779410378968e-03,-7.049054324327154453e-03,1.892314728727928343e-07
9.320000000000000506e-01,-9.772425893737375288e-03,-6.663822399921045733e-03,1.796579652583568397e-07
9.360000000000000542e-01,-9.798308955646402654e-03,-6.277538267252628923e-03,1.699667896370910185e-07
9.400000000000000577e-01,-9.822644878238088323e-03,-5.890262920047732720e-03,1.601592398454022154e-07
9.440000000000000613e-01,-9.845429818904197217e-03,-5.502057508543416880e-03,1.502366422328848223e-07
9.480000000000000648e-01,-9.866660179934379216e-03,-5.112983329832754623e-03,1.402003554896887145e-07
9.520000000000000684e-01,-9.886332609084240788e-03,-4.723101818185934317e-03,1.300517704633513925e-07
9.560000000000000719e-01,-9.904444000104657697e-03,-4.332474535350159389e-03,1.197923099735339571e-07
9.599999999999999645e-01,-9.920991493232250713e-03,-3.941163160828320411e-03,1.094234286088941909e-07
9.639999999999999680e-01,-9.935972475640935872e-03,-3.549229482140793535e-03,9.894661253060891505e-08
9.679999999999999716e-01,-9.949384581854488555e-03,-3.156735385068568100e-03,8.836337925583758678e-08
9.719999999999999751e-01,-9.961225694120043328e-03,-2.763742843881995554e-03,7.767527744348119703e-08
9.759999999999999787e-01,-9.971493942742489652e-03,-2.370313911555044749e-03,6.688388666730720881e-08
9.799999999999999822e-01,-9.980187706379690590e-03,-1.976510709967447578e-03,5.599081718502498311e-08
9.839999999999999858e-01,-9.987305612298495033e-03,-1.582395420095608586e-03,4.499770969672420473e-08
9.879999999999999893e-01,-9.992846536591486195e-03,-1.188030272194041470e-03,3.390623509974756417e-08
9.919999999999999929e-01,-9.996809604354445558e-03,-7.934775359696246994e-04,2.271809423539110673e-08
9.959999999999999964e-01,-9.999194189824502782e-03,-3.987995107491102971e-04,1.143501762715138980e-08
1.000000000000000000e+00,-9.999999916478938614e-03,-4.058515642522421939e-06,5.876521353655592943e-11
1.004000000000000004e+00,-9.999226657094639065e-03,3.906831202980682325e-04,1.140887392606915051e-08
1.008000000000000007e+00,-9.996874533768181775e-03,7.853630679188980130e-04,2.296608185270353967e-08
1.012000000000000011e+00,-9.992943917896559766e-03,1.179919007806759122e-03,3.461101205560285765e-08
1.016000000000000014e+00,-9.987435430118537377e-03,1.574288640129182159e-03,4.634178974864261379e-08
1.020000000000000018e+00,-9.980349940216648799e-03,1.968409694471266475e-03,5.815651217128093359e-08
1.024000000000000021e+00,-9.971688566979866955e-03,2.362219939668093807e-03,7.005324889637903370e-08
1.028000000000000025e+00,-9.961452678026946200e-03,2.755657193631155712e-03,8.203004214558687897e-08
1.032000000000000028e+00,-9.949643889590475271e-03,3.148659333166766577e-03,9.408490711224800402e-08
1.036000000000000032e+00,-9.936264066261678643e-03,3.541164303785379087e-03,1.062158322876159688e-07
1.040000000000000036e+00,-9.921315320695997531e-03,3.933110129499837147e-03,1.184207797957146665e-07
1.044000000000000039e+00,-9.904800013279504295e-03,4.324434922610933228e-03,1.306976857378803565e-07
1.048000000000000043e+00,-9.886720751756204045e-03,4.715076893479547629e-03,1.430444605334105494e-07
1.052000000000000046e+00,-9.867080390816275470e-03,5.104974360283179129e-03,1.554589892822820436e-07
1.056000000000000050e+00,-9.845882031645316820e-03,5.494065758755534330e-03,1.679391321165147634e-07
1.060000000000000053e+00,-9.823129021434673369e-03,5.882289651907830416e-03,1.804827245716981581e-07
1.064000000000000057e+00,-9.798824952852920947e-03,6.269584739728746928e-03,1.930875779579072199e-07
1.068000000000000060e+00,-9.772973663478588813e-03,6.655889868864216588e-03,2.057514797388891186e-07
1.072000000000000064e+00,-9.745579235194212070e-03,7.041144042272942140e-03,2.184721939160077247e-07
1.076000000000000068e+00,-9.716645993541809037e-03,7.425286428858171757e-03,2.312474614165083190e-07
1.080000000000000071e+00,-9.686178507039878982e-03,7.808256373073101456e-03,2.440750004932653158e-07
1.084000000000000075e+00,-9.654181586462045120e-03,8.189993404497702273e-03,2.569525071252792663e-07
1.088000000000000078e+00,-9.620660284077436550e-03,8.570437247387145685e-03,2.698776554255386015e-07
1.092000000000000082e+00,-9.585619892852946175e-03,8.949527830189398653e-03,2.828480980549261203e-07
1.096000000000000085e+00,-9.549065945617470422e-03,9.327205295030309082e-03,2.958614666384906574e-07
1.100000000000000089e+00,-9.511004214188293823e-03,9.703410007164974330e-03,3.089153721951601331e-07
1.104000000000000092e+00,-9.471440708459717348e-03,1.007808256439414463e-02,3.220074055622721365e-07
1.108000000000000096e+00,-9.430381675454112614e-03,1.045116380644325015e-02,3.351351378372905433e-07
1.112000000000000099e+00,-9.387833598335523430e-03,1.082259482430442989e-02,3.482961208095080867e-07
1.116000000000000103e+00,-9.343803195385981183e-03,1.119231696953787436e-02,3.614878874160509381e-07
